"URL_ID","URL","POSITIVE SCORE","NEGATIVE SCORE","POLARITY SCORE","SUBJECTIVITY SCORE","AVG SENTENCE LENGTH","PERCENTAGE OF COMPLEX WORDS","FOG INDEX","AVG NUMBER OF WORDS PER SENTENCE","COMPLEX WORD COUNT","WORD COUNT","SYLLABLE PER WORD","PERSONAL PRONOUNS","AVG WORD LENGTH","","","","","","","","","","","","","","",""
"111","https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/","22","33","-0.19999999636364","-0.010556621870867","122.05660377358","0.27063339731286","48.930894868359","19.509433962264","282","1042","2110","0","5.2667946257198","","","","","","","","","","","","","","",""
"112","https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/","33","52","-0.22352940913495","-0.018147086897663","126.41176470588","0.28462273161413","50.678554974999","20.019607843137","298","1047","2067","2","5.2311365807068","","","","","","","","","","","","","","",""
"113","https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/","28","36","-0.12499999804688","-0.0061396776622105","144.03773584906","0.25709900230238","57.717933940544","23.943396226415","335","1303","2400","10","4.9255564082886","","","","","","","","","","","","","","",""
"114","https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/","52","48","0.0399999996","0.002469135800945","129.22535211268","0.22901234567901","51.781745783342","22.112676056338","371","1620","2914","4","4.7382716049383","","","","","","","","","","","","","","",""
"115","https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/","29","46","-0.22666666364444","-0.0089567966233104","145.34210526316","0.26554267650158","58.243059175864","24.078947368421","504","1898","3461","10","4.8951527924131","","","","","","","","","","","","","","",""
"116","https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/","29","25","0.074074072702332","0.004474272925644","358.76923076923","0.13422818791946","143.56138358286","68","120","894","1409","44","4.2427293064877","","","","","","","","","","","","","","",""
"117","https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/","50","80","-0.23076922899408","-0.015274949075725","164.28767123288","0.2683299389002","65.822400468711","26.506849315068","527","1964","3803","13","5.158350305499","","","","","","","","","","","","","","",""
"118","https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/","47","55","-0.078431371780085","-0.0061967467031784","87.6875","0.19132455460883","35.151529821844","16","247","1291","2249","7","4.5042602633617","","","","","","","","","","","","","","",""
"119","https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/","8","14","-0.27272726033058","-0.01704545449703","122.88888888889","0.28693181818182","49.270328282828","19.111111111111","101","352","678","1","5.3579545454545","","","","","","","","","","","","","","",""
"120","https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/","51","92","-0.2867132847083","-0.018824609725057","146.38461538461","0.27594123048669","58.664222646041","23.626373626374","601","2178","4143","4","5.1707988980716","","","","","","","","","","","","","","",""
"121","https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/","56","65","-0.074380164674544","-0.0055045871525966","132.98484848485","0.17920489296636","53.265621351126","24.378787878788","293","1635","2763","36","4.4238532110092","","","","","","","","","","","","","","",""
"122","https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/","47","69","-0.18965517077883","-0.012229016113269","115.49438202247","0.24624791550861","46.296251975192","19.325842696629","443","1799","3257","14","4.8071150639244","","","","","","","","","","","","","","",""
"123","https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/","58","86","-0.19444444309413","-0.015192620718832","142.73684210526","0.25773195876289","57.19782962561","23.842105263158","475","1843","3456","19","4.9441128594682","","","","","","","","","","","","","","",""
"124","https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/","55","74","-0.14728682056367","-0.0096153846105185","196.8064516129","0.29554655870445","78.840799268643","31.403225806452","584","1976","3794","8","5.2211538461538","","","","","","","","","","","","","","",""
"125","https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/","60","18","0.53846153155818","0.022376132113811","179.90476190476","0.27277570591369","72.07101504427","29.142857142857","512","1877","3634","3","5.0937666489078","","","","","","","","","","","","","","",""
"126","https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/","19","25","-0.13636363326446","-0.0069124423883497","155.39393939394","0.25460829493088","62.259419075548","25.666666666667","221","868","1623","3","4.9700460829493","","","","","","","","","","","","","","",""
"127","https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/","50","95","-0.3103448254459","-0.02755664419623","160.79032258065","0.27066748315983","64.424396025522","25.870967741935","442","1633","3186","6","5.1604409063074","","","","","","","","","","","","","","",""
"128","https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/","33","46","-0.16455695994232","-0.01280788176078","129.35555555555","0.26896551724138","51.849808429119","22.022222222222","273","1015","1897","5","4.8029556650246","","","","","","","","","","","","","","",""
"129","https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/","8","29","-0.5675675522279","-0.030215827294653","134.4375","0.27769784172662","53.886079136691","21.3125","193","695","1348","2","5.2546762589928","","","","","","","","","","","","","","",""
"130","https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/","27","63","-0.39999999555555","-0.021089630919104","200.42307692308","0.25014645577036","80.269289351539","32.269230769231","427","1707","3367","2","5.1528998242531","","","","","","","","","","","","","","",""
"131","https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/","101","33","0.50746268278013","0.037904124839518","153.84507042254","0.27814938684504","61.649287923752","24.591549295775","499","1794","3474","0","5.1549609810479","","","","","","","","","","","","","","",""
"132","https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/","35","22","0.22807017143736","0.0091484869745612","163.55769230769","0.25826882477129","65.526384452985","26.134615384615","367","1421","2688","8","5.0654468684025","","","","","","","","","","","","","","",""
"133","https://insights.blackcoffer.com/continued-demand-for-sustainability/","58","34","0.26086956238185","0.023255813930954","162.38095238095","0.35658914728682","65.095016611296","23.809523809524","368","1032","2254","1","5.6802325581395","","","","","","","","","","","","","","",""
"134","https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/","11","15","-0.15384614792899","-0.010695187137179","248.7","0.33422459893048","99.613689839572","37.2","125","374","843","4","5.6818181818182","","","","","","","","","","","","","","",""
"135","https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/","11","7","0.22222220987654","0.011494252840534","134.28571428571","0.19252873563218","53.791297208539","24","67","348","601","7","4.4770114942529","","","","","","","","","","","","","","",""
"136","https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/","1","16","-0.88235288927336","-0.036674816536247","146","0.23716381418093","58.494865525672","25.3125","97","409","726","5","4.760391198044","","","","","","","","","","","","","","",""
"137","https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/","5","8","-0.23076921301775","-0.012195121901646","153.33333333333","0.21138211382114","61.417886178862","26.333333333333","52","246","433","5","4.6788617886179","","","","","","","","","","","","","","",""
"138","https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/","6","12","-0.33333331481481","-0.023076922988166","96.375","0.28461538461538","38.663846153846","16.1875","74","260","529","7","4.9923076923077","","","","","","","","","","","","","","",""
"139","https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/","52","23","0.38666666151111","0.046623794137261","114.45714285714","0.32315112540193","45.912117593018","17.628571428571","201","622","1303","2","5.5048231511254","","","","","","","","","","","","","","",""
"140","https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/","25","55","-0.3749999953125","-0.02798507460076","148.57142857143","0.25373134328358","59.530063965885","24.880952380952","272","1072","1947","0","4.8852611940298","","","","","","","","","","","","","","",""
"141","https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/","14","49","-0.55555554673721","-0.034895314023036","169.94117647059","0.22333000997009","68.065802592223","29.058823529412","224","1003","1806","4","4.8095712861416","","","","","","","","","","","","","","",""
"142","https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/","50","71","-0.17355371757394","-0.011235955050168","146.30263157895","0.28410914927769","58.63469629129","24.026315789474","531","1869","3582","0","5.0128410914928","","","","","","","","","","","","","","",""
"143","https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/","5","26","-0.67741933298647","-0.033439490392612","118","0.2531847133758","47.30127388535","19.59375","159","628","1208","1","5.0652866242038","","","","","","","","","","","","","","",""
"144","https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/","29","17","0.26086955954631","0.010398613509187","175.71794871795","0.29809358752166","70.406416922188","28.820512820513","344","1154","2195","1","4.998266897747","","","","","","","","","","","","","","",""
"145","https://insights.blackcoffer.com/blockchain-in-fintech/","21","16","0.13513513148283","0.0052465897111788","156.91891891892","0.2507869884575","62.867882362951","25.594594594595","239","953","1804","2","5.1374606505771","","","","","","","","","","","","","","",""
"146","https://insights.blackcoffer.com/blockchain-for-payments/","29","28","0.017543859341336","0.0010729613722393","111.73076923077","0.28218884120172","44.805183228788","17.615384615385","263","932","1811","11","5.3068669527897","","","","","","","","","","","","","","",""
"147","https://insights.blackcoffer.com/the-future-of-investing/","47","14","0.54098359768879","0.020560747650741","159.31666666667","0.2822429906542","63.839563862928","25.933333333333","453","1605","3047","18","5.0236760124611","","","","","","","","","","","","","","",""
"148","https://insights.blackcoffer.com/big-data-analytics-in-healthcare/","32","48","-0.1999999975","-0.013479359719057","103.48529411765","0.30749789385004","41.517116804599","17.073529411765","365","1187","2300","3","5.0075821398483","","","","","","","","","","","","","","",""
"149","https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/","39","4","0.81395346944294","0.04748982354479","161.03333333333","0.35142469470828","64.553903211217","24.066666666667","259","737","1566","0","5.6160108548168","","","","","","","","","","","","","","",""
"150","https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/","47","41","0.068181817407025","0.0056872037860785","95.545454545455","0.26445497630332","38.323963808703","15.969696969697","279","1055","2065","8","5.0407582938389","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
